path,composer
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv870-893 The Well Tempered Clavier Book 2\Wtcii10b.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\024403b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv1080 The Art Of Fugue\Double Fugue n1.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\Vesperae solemnes de confessore ''Vespers'' K339 1 Dixit Dominus.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\037300b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Nocturne op37 01.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\039200b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\Rondo.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\016907b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\WoO081 Allemande.mid,Beethoven
"C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Polonaise Opus.40, No.1 (Military).mid",Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\011909b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv0560 Short Prelude and Fugue n8 (Spurious).mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\The Chelsea Notebook\Early Pieces n3 Little march.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\070000b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\String Quartet n1 op18 2mov.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\041200b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\035100b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\024514b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\013306b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\Piano Sonatas\Piano Sonata n14 K457.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv988 The Goldberg Variations\Variation 30.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\010406b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\K02 Minuet in F.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Tarantella.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\034300b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\004606b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\Bwv003.6v.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\Symphonies\Symphony n31 K297 3mov ''Paris''.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Scherzo n1 op20.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv244 St. Matthew Passion\10.Wir setzen uns mit Tränen nieder Chorus.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\Symphonies\Symphony n34 K338 2mov.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\069000b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\K546 Adagio & Fugue for Strings.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\024444b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Etude op10 n02.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\033300b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\007305b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv1079 The Musical Offering\Musical Offering n9 Ricercare a 6.MID,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\024432b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\32 Variations on a theme.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\K626 Requiem 10 Sanctus.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv0811 English Suite n6 5mov.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv1080 The Art Of Fugue\Mirror Fugue n2.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\String Quartet n2 op18 n2 1mov.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Concertos\Bwv1051 Brandenburg Concert n6 1mov.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv870-893 The Well Tempered Clavier Book 2\Wtcii01a.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\015309b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\029400b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\064700b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\009408b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\K117 Offertorio Jubilate Deo.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Finale to B Minor Paino Sonata.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\Piano Sonatas\Piano Sonata n17 K547a.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\Bwv003.6.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Violin Concerto op61 2-3movs.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Nocturne op48 n2.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\WoO054 Lustig Traurig.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\028900b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\Bwv025.6v1.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Piano Concerto n3 op37 1mov.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\041800b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\016106b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Harpsichord Concertos\Bwv1054 Harpsichord Concerto n3 1mov.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\066800com.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\016206b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\String Quartet n16 op135 3mov.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\Bwv029.8ch.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\Piano Concertos\Piano Concerto n26 K537 2mov ''Coronation''.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\027300b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\076901b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Etude op25 n07.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\014505bv.mid,Bach
"C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\19 Polish Songs, for Solo Voice and Piano accomplements, No.18.mid",Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv870-893 The Well Tempered Clavier Book 2\WTCII19A.MID,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\K626 Requiem 08 offertorio domine jesu.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\011007b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Piano Concerto n1 op11 3mov.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Prelude n07 op28 ''The Polish Dance''.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\Symphonies\Symphony n31 K297 1mov ''Paris''.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv988 The Goldberg Variations\Variation 13.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Etude op10 n09.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\008606b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\025700b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\028800b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\Symphonies\Symphony n39 K543 1mov.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv0806 English Suite n1 10mov .mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv988 The Goldberg Variations\Variation 07.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\Symphonies\Symphony n33 K319 1mov.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\035500b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv772-786 Two Part Inventions\Bwv772 Invention n01.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Etude op10 n05 ''Black Key''.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv244 St. Matthew Passion\2.Aus Liebe will mein Heiland sterban Soprano Aria.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Fantasie Impromptu op66.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv232 Mass\23. Donna Nobis Pacem .mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv870-893 The Well Tempered Clavier Book 2\WTCII14A.MID,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\034200b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\038900b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Symphonies\Symphony op93 n8 2mov .mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv870-893 The Well Tempered Clavier Book 2\WTCII09A.MID,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Piano Sonatas\Piano Sonata n20.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\010602b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\Bwv024.6.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\007607b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\060800qt .mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Prelude n13 op28 ''Loss''.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv0936 Little Prelude n4.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\Piano Concertos\Piano Concerto n6 K238 1mov.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Concertos\Bwv1051 Brandenburg Concert n6 3mov.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Symphonies\Symphony op93 n8 4mov.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Piano version of Bachs two part inventions No.1.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Sonata No.3 1st Mov Allegro.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv870-893 The Well Tempered Clavier Book 2\Wtcii11b.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Prelude n20 op28 ''Funeral March''.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\027800b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Prelude n19 op28.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\Symphonies\Symphony n25 K183 4mov.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\K354 Piano Variations ''Je Suis Lindor''.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\017507ch.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv787-801 Three Part Inventions (Sinfonias)\Bwv0789 Sinfonia n3.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\028400b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\042400b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\032600b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\K393 Solfeggi n4.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\026700b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\String Quartet n16 op135 1mov.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\The Chelsea Notebook\Early Pieces n16 Minuet.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Sechs Variationen.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\030100b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\The Chelsea Notebook\Early Pieces n4 Minuet.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv870-893 The Well Tempered Clavier Book 2\WTCII23A.MID,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\039400b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv787-801 Three Part Inventions (Sinfonias)\Bwv0787 Sinfonia n1.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Mazurka op33 n2 Drchew.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Scherzo op31.mid,Chopin
"C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\19 Polish Songs, for Solo Voice and Piano accomplements, No.10.mid",Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Piano Concerto n4 op58 2mov.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv846-869 The Well Tempered Clavier Book 1\WT1_2B.MID,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Piano Sonatas\Piano Sonata n02.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\012506b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\018707b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Piano Sonatas\Piano Sonata n10 2mov.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Symphonies\Symphony n3 1mov ''Eroica''.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\WoO048 Rondo.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv1079 The Musical Offering\Musical Offering n3.MID,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\042800b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv870-893 The Well Tempered Clavier Book 2\Wtcii23b.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\024526b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Harpsichord Concertos\Bwv1055 Harpsichord Concerto n4 3mov.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv0992 Capriccio.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\Piano Sonatas\Piano Sonata n11 K331.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\013702b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\015301b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\The Chelsea Notebook\Early Pieces n12 Rondino.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\024503b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\031500b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\Piano Concertos\Piano Concerto n23 K488 1mov.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\041900b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\Piano Concertos\Piano Concerto n23 K488 2mov.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv772-786 Two Part Inventions\Bwv779 Invention n08 .mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\009709b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Piano version of Bachs two part inventions No.11.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\066100b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\069100orn.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\006206bv.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Piano Sonatas\Piano Sonata n01.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\K501 Andante with 5 Variations for Piano Duet.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Sonatina n1 op05.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Ballad op32.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv0543 Prelude and Fugue.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Piano Concerto n3 op37 2mov.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\014907ch.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv988 The Goldberg Variations\Variation 23.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\op051 3 Rondos.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Etude op10 n11.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv0559 Short Prelude and Fugue n7 (Spurious).mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Etude op. 10-5 Black keys.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\008807b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv846-869 The Well Tempered Clavier Book 1\WT1_X9A.MID,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\Piano Concertos\Piano Concerto n14 K449 1mov.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Piano Sonatas\Piano Sonata n07.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\K191 Bassoon Concerto 2mov.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Piano Sonatas\Piano sonata n32 op111.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Bagatella op33 n1.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Concertos\Bwv1048 Brandenburg Concert n3 2-3movs.MID,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\K339 Vesperae solemnes de confessore (Vespers) 1mov Dixit Dominus.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\007011b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\027500b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Bagatella op33 n5.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\038700b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Nocturne op33 n2.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\027700b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Piano Sonatas\Piano Sonata n17 ''Tempestat''.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv0938 Little Prelude n6.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv1079 The Musical Offering\Musical Offering n6.MID,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv0733 Fuga Sopra Magnificat.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Trois Nouvelles Etudes (Op.posth.).mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\004008b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\WoO051 Sonatina 1-2 movs.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Symphonies\Symphony n5 op67 1mov.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\030000b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\String Quartet n1 op18 1mov.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv870-893 The Well Tempered Clavier Book 2\Wtcii05b.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\K617 Adagio.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Mozart\The Chelsea Notebook\Early Pieces n1 Andante.mid,Mozart
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Symphonies\Symphony n7 1mov.mid,Beethoven
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\006502b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Prelude n22 op28 ''Impatience''.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Piano Concerto n2 3mov.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\043400b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\040400bv.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv870-893 The Well Tempered Clavier Book 2\Wtcii10a.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\024517b_.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Ballad op53.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Chopin\Etude op25 n01 ''Harp Etude''.mid,Chopin
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Bach\Bwv001- 400 Chorales\024417bv.mid,Bach
C:\Users\PR\AIsandiego\AAI -511\Module7\Project_PR\Beethoven\Piano Sonatas\Piano Sonata n06.mid,Beethoven
